organism,id1,id2,experimental
511145,b0416,b3295,800
511145,b0416,b3988,800
511145,b0416,b3321,986
511145,b0416,b1078,226
511145,b0416,b1099,158
511145,b0416,b3231,94
511145,b0417,b0642,145
511145,b0417,b2303,99
511145,b0417,b2744,108
511145,b0417,b3058,99
511145,b0419,b1646,73
511145,b0419,b3363,239
511145,b0419,b2836,140
511145,b0419,b0875,272
511145,b0419,b1701,140
511145,b0419,b1559,212
511145,b0419,b3926,63
511145,b0419,b0914,74
511145,b0419,b2541,49
511145,b0419,b2902,49
511145,b0419,b2518,222
511145,b0419,b3003,49
511145,b0419,b1241,65
511145,b0419,b2705,119
511145,b0419,b2072,251
511145,b0419,b1805,140
511145,b0419,b0928,163
511145,b0419,b4054,163
511145,b0419,b1619,49
511145,b0419,b2774,49
511145,b0419,b2426,49
511145,b0419,b1411,83
511145,b0419,b1000,212
511145,b0419,b1781,87
511145,b0419,b2137,49
511145,b0419,b3012,87
511145,b0419,b3605,177
511145,b0419,b1444,65
511145,b0419,b2260,140
511145,b0419,b3588,65
511145,b0419,b1271,49
511145,b0419,b0448,74
511145,b0419,b0525,239
511145,b0419,b3927,272
511145,b0420,b2942,112
511145,b0420,b0882,114
511145,b0420,b3783,207
511145,b0420,b0633,108
511145,b0420,b3251,322
511145,b0420,b2847,176
511145,b0420,b1241,111
511145,b0420,b0881,500
511145,b0420,b0564,56
511145,b0420,b3650,99
511145,b0420,b0470,99
511145,b0420,b3725,469
511145,b0420,b2699,152
511145,b0420,b4253,505
511145,b0421,b3927,74
511145,b0421,b4267,85
511145,b0421,b2460,179
511145,b0421,b3690,86
511145,b0421,b1136,89
511145,b0421,b3625,77
511145,b0421,b4059,91
511145,b0421,b2615,78
511145,b0421,b3313,66
511145,b0421,b3941,65
511145,b0421,b1566,501
511145,b0421,b2779,71
511145,b0421,b0841,66
511145,b0421,b1699,86
511145,b0421,b3296,72
511145,b0421,b3314,54
511145,b0421,b4465,85
511145,b0421,b1313,85
511145,b0421,b1387,65
511145,b0421,b2232,78
511145,b0421,b3984,55
511145,b0421,b1852,77
511145,b0421,b3780,66
511145,b0421,b2906,66
511145,b0421,b2733,65
511145,b0421,b1684,62
511145,b0421,b3986,79
511145,b0421,b2508,61
511145,b0421,b3835,77
511145,b0421,b4069,85
511145,b0421,b1849,501
511145,b0421,b2575,75
511145,b0421,b1774,85
511145,b0421,b2545,85
511145,b0421,b3983,109
511145,b0421,b1829,83
511145,b0421,b3783,76
511145,b0421,b3414,62
511145,b0421,b0921,78
511145,b0421,b3339,75
511145,b0421,b2907,66
511145,b0421,b0662,66
511145,b0421,b2844,63
511145,b0421,b1871,78
511145,b0421,b2766,86
511145,b0421,b1695,100
511145,b0421,b2708,80
511145,b0421,b2576,66
511145,b0421,b3321,111
511145,b0421,b2091,85
511145,b0421,b1241,65
511145,b0421,b4358,85
511145,b0421,b2526,83
511145,b0421,b3636,110
511145,b0421,b2518,88
511145,b0421,b2224,63
511145,b0421,b3297,69
511145,b0421,b2903,88
511145,b0421,b2528,62
511145,b0421,b1278,66
511145,b0421,b0932,61
511145,b0421,b1776,85
511145,b0421,b1854,70
511145,b0421,b4177,87
511145,b0421,b3616,85
511145,b0421,b4187,100
511145,b0421,b0875,74
511145,b0421,b2836,74
511145,b0421,b3210,65
511145,b0421,b1676,70
511145,b0421,b3018,74
511145,b0421,b1580,85
511145,b0421,b2913,64
511145,b0421,b3648,81
511145,b0421,b1207,62
511145,b0421,b3231,94
511145,b0422,b4000,94
511145,b0422,b1180,108
511145,b0422,b2609,108
511145,b0422,b2963,94
511145,b0422,b3340,108
511145,b0422,b1922,315
511145,b0422,b1712,94
511145,b0422,b1193,94
511145,b0422,b3019,99
511145,b0422,b1962,108
511145,b0422,b3838,93
511145,b0422,b1827,75
511145,b0422,b0440,94
511145,b0422,b0912,94
511145,b0422,b1836,500
511145,b0422,b2509,455
511145,b0423,b3317,222
511145,b0423,b0448,206
511145,b0423,b4180,93
511145,b0423,b3651,93
511145,b0423,b1757,78
511145,b0423,b2741,178
511145,b0423,b3294,446
511145,b0423,b3067,178
511145,b0423,b3984,68
511145,b0423,b0927,222
511145,b0423,b2260,250
511145,b0423,b3908,378
511145,b0423,b3983,630
511145,b0423,b0449,206
511145,b0423,b0659,575
511145,b0423,b2521,78
511145,b0423,b2708,275
511145,b0423,b2318,251
511145,b0423,b3309,335
511145,b0423,b4203,93
511145,b0423,b2582,54
511145,b0423,b1805,250
511145,b0423,b3635,54
511145,b0423,b3822,108
511145,b0423,b3461,178
511145,b0423,b2836,250
511145,b0423,b1701,250
511145,b0423,b0459,81
511145,b0423,b3231,335
511145,b0423,b0525,274
511145,b0423,b3320,309
511145,b0423,b3168,251
511145,b0423,b3916,87
511145,b0423,b3314,108
511145,b0423,b3844,63
511145,b0423,b1094,251
511145,b0423,b0708,251
511145,b0423,b3650,92
511145,b0423,b2061,222
511145,b0423,b3186,446
511145,b0423,b1000,206
511145,b0423,b2530,277
511145,b0423,b2899,65
511145,b0423,b3301,335
511145,b0423,b3311,535
511145,b0423,b3310,222
511145,b0423,b2784,92
511145,b0423,b0982,222
511145,b0423,b2581,93
511145,b0423,b3363,274
511145,b0423,b0914,206
511145,b0423,b1559,206
511145,b0423,b1656,378
511145,b0423,b2881,189
511145,b0424,b0914,81
511145,b0424,b2183,500
511145,b0424,b3231,832
511145,b0424,b4143,513
511145,b0424,b1646,197
511145,b0424,b1676,64
511145,b0424,b3297,521
511145,b0424,b2302,79
511145,b0424,b2926,77
511145,b0424,b0932,500
511145,b0424,b1854,64
511145,b0424,b3418,500
511145,b0424,b2697,500
511145,b0424,b4051,62
511145,b0424,b3708,832
511145,b0424,b2287,89
511145,b0424,b1086,500
511145,b0424,b3321,841
511145,b0424,b1714,500
511145,b0424,b2283,500
511145,b0424,b0683,500
511145,b0424,b3295,500
511145,b0424,b3310,838
511145,b0424,b1241,500
511145,b0424,b2764,90
511145,b0424,b3305,520
511145,b0424,b2989,79
511145,b0424,b0449,81
511145,b0424,b1378,92
511145,b0424,b0642,500
511145,b0424,b4248,105
511145,b0424,b2480,500
511145,b0424,b1719,500
511145,b0424,b1411,182
511145,b0424,b3339,832
511145,b0424,b0826,72
511145,b0424,b2114,110
511145,b0424,b3185,832
511145,b0424,b1415,500
511145,b0424,b3986,500
511145,b0424,b2284,130
511145,b0424,b2285,133
511145,b0424,b3308,832
511145,b0424,b3983,526
511145,b0424,b3980,500
511145,b0424,b1843,129
511145,b0424,b1211,86
511145,b0424,b1710,91
511145,b0424,b3985,500
511145,b0424,b3306,520
511145,b0424,b1324,500
511145,b0424,b0838,79
511145,b0424,b3608,89
511145,b0424,b3984,500
511145,b0424,b2918,154
511145,b0424,b2069,94
511145,b0424,b1089,526
511145,b0424,b2592,500
511145,b0424,b0650,94
511145,b0424,b0726,500
511145,b0424,b3919,131
511145,b0424,b0927,63
511145,b0424,b2925,500
511145,b0424,b0724,500
511145,b0424,b3637,832
511145,b0424,b1276,500
511145,b0424,b3316,832
511145,b0424,b3296,519
511145,b0424,b1237,500
511145,b0424,b1779,526
511145,b0424,b3314,529
511145,b0424,b1732,521
511145,b0424,b3342,500
511145,b0424,b3987,500
511145,b0424,b3317,526
511145,b0424,b2560,91
511145,b0424,b3209,65
511145,b0424,b0605,528
511145,b0424,b0448,81
511145,b0424,b0911,521
511145,b0424,b2286,92
511145,b0424,b3894,500
511145,b0424,b2416,500
511145,b0424,b4388,108
511145,b0424,b0486,63
511145,b0425,b0740,169
511145,b0426,b2207,160
511145,b0426,b2830,111
511145,b0426,b3870,99
511145,b0426,b1074,315
511145,b0426,b2316,108
511145,b0426,b3781,500
511145,b0427,b0879,62
511145,b0428,b2370,62
511145,b0428,b4314,86
511145,b0428,b2836,65
511145,b0428,b2796,63
511145,b0428,b0600,71
511145,b0428,b2845,63
511145,b0428,b1296,59
511145,b0428,b0431,89
511145,b0428,b1805,65
511145,b0428,b1094,102
511145,b0428,b3116,63
511145,b0428,b2379,71
511145,b0428,b3939,65
511145,b0428,b2290,71
511145,b0428,b3008,65
511145,b0429,b0430,960
511145,b0429,b0431,960
511145,b0429,b0432,989
511145,b0430,b2283,621
511145,b0430,b2488,329
511145,b0430,b2778,619
511145,b0430,b1494,641
511145,b0430,b2287,620
511145,b0430,b2276,617
511145,b0430,b3738,736
511145,b0430,b2562,329
511145,b0430,b0431,972
511145,b0430,b1378,329
511145,b0430,b2277,621
511145,b0430,b3732,90
511145,b0430,b1646,455
511145,b0430,b2720,329
511145,b0430,b0869,482
511145,b0430,b2286,802
511145,b0430,b0432,988
511145,b0430,b3705,168
511145,b0430,b3527,641
511145,b0430,b2288,621
511145,b0430,b2282,621
511145,b0430,b2285,621
511145,b0430,b2284,621
511145,b0430,b1121,619
511145,b0430,b2281,329
511145,b0430,b1094,628
511145,b0430,b3152,482
511145,b0430,b4211,482
511145,b0431,b1378,329
511145,b0431,b0600,500
511145,b0431,b2530,95
511145,b0431,b2277,621
511145,b0431,b2283,621
511145,b0431,b2526,78
511145,b0431,b2488,329
511145,b0431,b2778,635
511145,b0431,b2287,620
511145,b0431,b1494,642
511145,b0431,b3738,89
511145,b0431,b2878,65
511145,b0431,b2562,329
511145,b0431,b2276,617
511145,b0431,b2720,329
511145,b0431,b4154,77
511145,b0431,b1646,455
511145,b0431,b4143,90
511145,b0431,b0723,77
511145,b0431,b1014,90
511145,b0431,b2286,802
511145,b0431,b0432,993
511145,b0431,b3705,88
511145,b0431,b0869,498
511145,b0431,b2147,65
511145,b0431,b0650,78
511145,b0431,b1121,635
511145,b0431,b2281,329
511145,b0431,b1094,639
511145,b0431,b2069,78
511145,b0431,b4211,498
511145,b0431,b3152,498
511145,b0431,b3527,642
511145,b0431,b2282,621
511145,b0431,b2288,621
511145,b0431,b2285,621
511145,b0431,b2284,621
511145,b0432,b0449,88
511145,b0432,b3732,92
511145,b0432,b2277,616
511145,b0432,b2530,116
511145,b0432,b1378,279
511145,b0432,b2844,64
511145,b0432,b0489,146
511145,b0432,b2562,279
511145,b0432,b2276,543
511145,b0432,b2778,635
511145,b0432,b1494,643
511145,b0432,b2287,616
511145,b0432,b4175,146
511145,b0432,b2488,279
511145,b0432,b2283,617
511145,b0432,b0463,570
511145,b0432,b1413,151
511145,b0432,b3340,70
511145,b0432,b2195,620
511145,b0432,b2720,279
511145,b0432,b2255,77
511145,b0432,b4153,79
511145,b0432,b2609,76
511145,b0432,b0914,88
511145,b0432,b3926,65
511145,b0432,b1646,455
511145,b0432,b3178,89
511145,b0432,b3317,90
511145,b0432,b3705,641
511145,b0432,b3982,114
511145,b0432,b0448,88
511145,b0432,b2286,802
511145,b0432,b0724,79
511145,b0432,b0869,353
511145,b0432,b3733,176
511145,b0432,b4174,164
511145,b0432,b4211,353
511145,b0432,b3152,353
511145,b0432,b1094,634
511145,b0432,b2281,279
511145,b0432,b1121,635
511145,b0432,b0726,70
511145,b0432,b3426,98
511145,b0432,b2284,616
511145,b0432,b2285,617
511145,b0432,b2282,616
511145,b0432,b2288,616
511145,b0432,b2891,90
511145,b0432,b3527,643
511145,b0432,b0473,95
511145,b0433,b2075,60
511145,b0433,b0738,85
511145,b0433,b2076,60
511145,b0433,b0879,62
511145,b0434,b3472,645
511145,b0435,b3012,91
511145,b0435,b2906,77
511145,b0435,b1684,90
511145,b0435,b3500,63
511145,b0435,b3610,66
511145,b0435,b1094,81
511145,b0435,b1654,946
511145,b0435,b0686,66
511145,b0435,b2385,91
511145,b0435,b0849,66
511145,b0435,b1004,82
511145,b0435,b0724,89
511145,b0435,b3771,88
511145,b0435,b2908,91
511145,b0435,b1276,92
511145,b0435,b0661,179
511145,b0435,b2528,90
511145,b0435,b0628,90
511145,b0435,b3183,71
511145,b0435,b3847,91
511145,b0435,b1180,155
511145,b0435,b0662,77
511145,b0435,b2907,77
511145,b0435,b2673,66
511145,b0435,b1000,79
511145,b0435,b3414,200
511145,b0435,b2764,86
511145,b0435,b2526,65
511145,b0435,b2562,132
511145,b0435,b0775,90
511145,b0435,b2130,313
511145,b0435,b2614,92
511145,b0436,b3299,800
511145,b0436,b2687,500
511145,b0436,b0911,514
511145,b0436,b3315,895
511145,b0436,b1041,137
511145,b0436,b3888,500
511145,b0436,b3359,500
511145,b0436,b3318,924
511145,b0436,b3649,92
511145,b0436,b4146,529
511145,b0436,b3317,895
511145,b0436,b3294,895
511145,b0436,b3314,895
511145,b0436,b1779,78
511145,b0436,b2185,800
511145,b0436,b3296,800
511145,b0436,b3316,895
511145,b0436,b3307,895
511145,b0436,b2997,500
511145,b0436,b3703,800
511145,b0436,b3996,500
511145,b0436,b1905,500
511145,b0436,b0437,57
511145,b0436,b3342,800
511145,b0436,b2330,109
511145,b0436,b3168,62
511145,b0436,b3320,896
511145,b0436,b3303,896
511145,b0436,b3313,895
511145,b0436,b1276,95
511145,b0436,b3637,896
511145,b0436,b3230,895
511145,b0436,b1238,500
511145,b0436,b4172,84
511145,b0436,b3984,500
511145,b0436,b3165,800
511145,b0436,b2476,114
511145,b0436,b3728,500
511145,b0436,b1089,800
511145,b0436,b1962,108
511145,b0436,b3936,800
511145,b0436,b3308,895
511145,b0436,b3983,800
511145,b0436,b4058,500
511145,b0436,b3306,800
511145,b0436,b3985,500
511145,b0436,b2094,500
511145,b0436,b3846,65
511145,b0436,b2022,500
511145,b0436,b3185,800
511145,b0436,b0674,500
511145,b0436,b2606,800
511145,b0436,b2285,500
511145,b0436,b3312,924
511145,b0436,b2567,500
511145,b0436,b3986,500
511145,b0436,b1638,500
511145,b0436,b2297,55
511145,b0436,b4226,110
511145,b0436,b2480,108
511145,b0436,b3304,800
511145,b0436,b0929,64
511145,b0436,b3298,800
511145,b0436,b3287,975
511145,b0436,b3251,500
511145,b0436,b3945,500
511145,b0436,b3319,896
511145,b0436,b3965,500
511145,b0436,b1717,800
511145,b0436,b2553,124
511145,b0436,b3186,800
511145,b0436,b1000,500
511145,b0436,b3783,500
511145,b0436,b1079,545
511145,b0436,b0474,60
511145,b0436,b3305,895
511145,b0436,b3065,898
511145,b0436,b3636,800
511145,b0436,b2696,53
511145,b0436,b0928,72
511145,b0436,b3302,800
511145,b0436,b4373,54
511145,b0436,b4066,157
511145,b0436,b3222,500
511145,b0436,b4203,800
511145,b0436,b3310,895
511145,b0436,b4200,800
511145,b0436,b3309,921
511145,b0436,b3311,800
511145,b0436,b2091,500
511145,b0436,b3301,895
511145,b0436,b2388,500
511145,b0436,b3341,970
511145,b0436,b3321,895
511145,b0436,b1854,109
511145,b0436,b0720,69
511145,b0436,b1189,500
511145,b0436,b1042,137
511145,b0436,b2581,500
511145,b0436,b1048,500
511145,b0436,b0727,513
511145,b0436,b2942,475
511145,b0436,b1716,800
511145,b0436,b3297,895
511145,b0436,b3572,500
511145,b0436,b4142,102
511145,b0436,b3635,500
511145,b0436,b3231,895
511145,b0436,b4143,109
511145,b0436,b0459,500
511145,b0436,b1274,500
511145,b0436,b1676,57
511145,b0436,b2095,500
511145,b0436,b0957,504
511145,b0436,b4202,800
511145,b0436,b2609,800
511145,b0436,b0954,776
511145,b0436,b2747,500
511145,b0436,b0723,500
511145,b0437,b2820,108
511145,b0437,b2609,144
511145,b0437,b2836,79
511145,b0437,b3788,99
511145,b0437,b0835,111
511145,b0437,b3932,108
511145,b0437,b3210,90
511145,b0437,b3178,90
511145,b0437,b3231,85
511145,b0437,b3404,90
511145,b0437,b3648,108
511145,b0437,b3340,90
511145,b0437,b2038,108
511145,b0437,b3183,90
511145,b0437,b2518,89
511145,b0437,b3166,91
511145,b0437,b3349,42
511145,b0437,b0441,136
511145,b0437,b2942,108
511145,b0437,b4153,137
511145,b0437,b1091,99
511145,b0437,b3341,126
511145,b0437,b2562,89
511145,b0437,b3321,117
511145,b0437,b2878,65
511145,b0437,b3988,110
511145,b0437,b3309,72
511145,b0437,b2614,166
511145,b0437,b0526,106
511145,b0437,b3868,111
511145,b0437,b2566,91
511145,b0437,b3617,87
511145,b0437,b4203,108
511145,b0437,b2526,81
511145,b0437,b2283,78
511145,b0437,b1131,108
511145,b0437,b0675,68
511145,b0437,b0474,108
511145,b0437,b3863,90
511145,b0437,b0659,152
511145,b0437,b3732,66
511145,b0437,b3414,91
511145,b0437,b2220,111
511145,b0437,b3783,113
511145,b0437,b1685,151
511145,b0437,b3339,83
511145,b0437,b2907,88
511145,b0437,b4226,127
511145,b0437,b0489,65
511145,b0437,b1800,89
511145,b0437,b1378,153
511145,b0437,b1092,108
511145,b0437,b2786,90
511145,b0437,b2567,90
511145,b0437,b3986,144
511145,b0437,b2821,90
511145,b0437,b0529,90
511145,b0437,b0438,999
511145,b0437,b1830,99
511145,b0437,b4170,75
511145,b0437,b3306,72
511145,b0437,b4058,500
511145,b0437,b2231,107
511145,b0437,b0473,129
511145,b0437,b2400,88
511145,b0437,b3983,109
511145,b0437,b3527,90
511145,b0437,b1387,114
511145,b0437,b2069,81
511145,b0437,b0868,91
511145,b0437,b3984,87
511145,b0437,b2476,77
511145,b0437,b3588,89
511145,b0437,b2569,90
511145,b0437,b2906,88
511145,b0437,b4029,81
511145,b0437,b3460,94
511145,b0437,b2319,99
511145,b0437,b1277,99
511145,b0437,b3637,151
511145,b0437,b0724,137
511145,b0437,b0774,108
511145,b0437,b3181,366
511145,b0437,b4258,90
511145,b0437,b3056,76
511145,b0437,b3706,91
511145,b0437,b1945,315
511145,b0437,b2554,111
511145,b0437,b1761,90
511145,b0437,b2699,108
511145,b0437,b0779,500
511145,b0437,b1136,76
511145,b0437,b3172,137
511145,b0437,b2373,66
511145,b0437,b3164,90
511145,b0437,b0993,90
511145,b0437,b2286,138
511145,b0437,b3458,94
511145,b0437,b0567,99
511145,b0437,b2542,90
511145,b0437,b3781,500
511145,b0437,b0518,89
511145,b0437,b0729,89
511145,b0437,b0723,106
511145,b0437,b1559,145
511145,b0437,b1190,99
511145,b0437,b1210,108
511145,b0437,b0680,88
511145,b0437,b4280,65
511145,b0437,b3454,108
511145,b0437,b1350,95
511145,b0437,b4143,200
511145,b0437,b1207,144
511145,b0437,b3847,88
511145,b0437,b1129,90
511145,b0437,b0930,97
511145,b0437,b3236,153
511145,b0437,b0604,111
511145,b0437,b2370,137
511145,b0437,b2218,90
511145,b0437,b4142,304
511145,b0437,b3297,90
511145,b0437,b3734,78
511145,b0437,b0727,66
511145,b0437,b2195,65
511145,b0437,b4154,106
511145,b0437,b2581,155
511145,b0437,b3741,70
511145,b0437,b0661,111
511145,b0437,b1861,108
511145,b0437,b3202,108
511145,b0437,b2514,90
511145,b0437,b0720,94
511145,b0437,b2720,89
511145,b0437,b2954,78
511145,b0437,b0962,99
511145,b0437,b1714,108
511145,b0437,b4053,99
511145,b0437,b2898,91
511145,b0437,b2287,90
511145,b0437,b3464,108
511145,b0437,b1494,90
511145,b0437,b3599,173
511145,b0437,b2488,89
511145,b0437,b4175,65
511145,b0437,b1864,90
511145,b0437,b1241,89
511145,b0437,b1111,91
511145,b0437,b1133,99
511145,b0437,b1888,53
511145,b0437,b2608,214
511145,b0437,b0882,999
511145,b0437,b2530,211
511145,b0437,b1000,145
511145,b0437,b3186,136
511145,b0437,b0633,108
511145,b0437,b1939,315
511145,b0437,b0439,155
511145,b0437,b0662,88
511145,b0437,b1719,89
511145,b0437,b3319,117
511145,b0437,b0776,87
511145,b0437,b1876,76
511145,b0437,b3424,67
511145,b0437,b0642,90
511145,b0437,b2284,78
511145,b0437,b2041,99
511145,b0437,b3312,109
511145,b0437,b2508,65
511145,b0437,b3775,136
511145,b0437,b2114,90
511145,b0437,b1344,93
511145,b0437,b3985,109
511145,b0437,b2770,90
511145,b0437,b2216,90
511145,b0437,b1211,97
511145,b0437,b2282,78
511145,b0437,b3980,77
511145,b0437,b0639,72
511145,b0437,b0888,108
511145,b0437,b1103,149
511145,b0437,b3308,110
511145,b0437,b3433,99
511145,b0437,b4174,65
511145,b0437,b3641,91
511145,b0437,b3165,72
511145,b0437,b0893,70
511145,b0437,b1094,76
511145,b0437,b0881,800
511145,b0437,b4572,89
511145,b0437,b4171,78
511145,b0437,b2281,89
511145,b0437,b3230,78
511145,b0437,b0726,90
511145,b0437,b3300,76
511145,b0437,b0650,81
511145,b0437,b2551,192
511145,b0437,b3041,108
511145,b0437,b1637,76
511145,b0437,b4350,110
511145,b0437,b2908,88
511145,b0437,b1276,94
511145,b0437,b3619,155
511145,b0437,b2779,108
511145,b0437,b3303,76
511145,b0437,b3168,91
511145,b0437,b2323,76
511145,b0437,b1697,90
511145,b0437,b3389,108
511145,b0437,b4004,111
511145,b0437,b3733,78
511145,b0437,b3141,111
511145,b0437,b1095,76
511145,b0437,b2268,76
511145,b0437,b0605,88
511145,b0437,b0759,108
511145,b0437,b1866,78
511145,b0437,b3705,76
511145,b0437,b3359,84
511145,b0437,b3384,211
511145,b0437,b2385,88
511145,b0437,b3030,111
511145,b0437,b4059,121
511145,b0437,b3315,72
511145,b0438,b1830,99
511145,b0438,b3986,77
511145,b0438,b3312,288
511145,b0438,b0995,92
511145,b0438,b0473,66
511145,b0438,b3980,77
511145,b0438,b2891,91
511145,b0438,b2069,62
511145,b0438,b4174,86
511145,b0438,b2527,720
511145,b0438,b0650,62
511145,b0438,b2592,294
511145,b0438,b4401,92
511145,b0438,b3228,500
511145,b0438,b3181,113
511145,b0438,b4113,92
511145,b0438,b0724,94
511145,b0438,b2908,87
511145,b0438,b3296,89
511145,b0438,b3314,91
511145,b0438,b4004,111
511145,b0438,b3179,72
511145,b0438,b2699,104
511145,b0438,b3725,500
511145,b0438,b0605,131
511145,b0438,b2554,111
511145,b0438,b0567,99
511145,b0438,b2542,90
511145,b0438,b2286,80
511145,b0438,b2385,87
511145,b0438,b3162,80
511145,b0438,b1559,83
511145,b0438,b3405,92
511145,b0438,b1778,441
511145,b0438,b4143,79
511145,b0438,b3847,87
511145,b0438,b0631,75
511145,b0438,b4142,85
511145,b0438,b3734,84
511145,b0438,b3166,72
511145,b0438,b0628,78
511145,b0438,b3236,89
511145,b0438,b3340,70
511145,b0438,b0720,74
511145,b0438,b4153,94
511145,b0438,b2942,539
511145,b0438,b0727,78
511145,b0438,b1130,92
511145,b0438,b3868,111
511145,b0438,b2614,427
511145,b0438,b0780,54
511145,b0438,b4219,108
511145,b0438,b1658,122
511145,b0438,b2526,62
511145,b0438,b4203,108
511145,b0438,b4175,86
511145,b0438,b3617,92
511145,b0438,b1887,61
511145,b0438,b3783,44
511145,b0438,b2220,111
511145,b0438,b1000,83
511145,b0438,b0882,113
511145,b0438,b1131,75
511145,b0438,b3205,55
511145,b0438,b0776,92
511145,b0438,b0489,86
511145,b0438,b3912,92
511145,b0438,b3251,180
511145,b0438,b3339,78
511145,b0438,b0439,91
511145,b0438,b1606,53
511145,b0439,b4253,157
511145,b0439,b3158,343
511145,b0439,b3228,54
511145,b0439,b3234,84
511145,b0439,b3303,90
511145,b0439,b2779,239
511145,b0439,b0757,89
511145,b0439,b3296,89
511145,b0439,b3207,90
511145,b0439,b1732,76
511145,b0439,b2557,55
511145,b0439,b0958,621
511145,b0439,b2237,90
511145,b0439,b2498,89
511145,b0439,b3179,573
511145,b0439,b1653,162
511145,b0439,b0909,81
511145,b0439,b4059,108
511145,b0439,b3235,84
511145,b0439,b2286,76
511145,b0439,b2159,154
511145,b0439,b2821,90
511145,b0439,b2284,76
511145,b0439,b2285,76
511145,b0439,b2837,122
511145,b0439,b2610,163
511145,b0439,b2891,90
511145,b0439,b3527,65
511145,b0439,b1829,81
511145,b0439,b4174,104
511145,b0439,b4348,95
511145,b0439,b0881,55
511145,b0439,b1094,99
511145,b0439,b1321,54
511145,b0439,b4172,110
511145,b0439,b2592,84
511145,b0439,b2936,81
511145,b0439,b1494,65
511145,b0439,b2287,211
511145,b0439,b4203,94
511145,b0439,b2566,390
511145,b0439,b3617,93
511145,b0439,b4175,104
511145,b0439,b4259,94
511145,b0439,b0882,130
511145,b0439,b4378,71
511145,b0439,b1538,80
511145,b0439,b1000,65
511145,b0439,b3339,85
511145,b0439,b3298,90
511145,b0439,b1606,69
511145,b0439,b0642,82
511145,b0439,b1378,66
511145,b0439,b1800,183
511145,b0439,b4159,54
511145,b0439,b0489,104
511145,b0439,b0776,93
511145,b0439,b0891,352
511145,b0439,b3438,122
511145,b0439,b0997,621
511145,b0439,b3926,70
511145,b0439,b3609,111
511145,b0439,b3932,75
511145,b0439,b3569,122
511145,b0439,b3469,54
511145,b0439,b3178,140
511145,b0439,b3231,111
511145,b0439,b4143,91
511145,b0439,b3498,80
511145,b0439,b3340,90
511145,b0439,b3236,90
511145,b0439,b3822,89
511145,b0439,b4142,53
511145,b0439,b1100,71
511145,b0439,b3931,110
511145,b0439,b2942,214
511145,b0439,b0728,89
511145,b0440,b2114,155
511145,b0440,b2606,54
511145,b0440,b3813,111
511145,b0440,b3980,94
511145,b0440,b0473,54
511145,b0440,b3146,99
511145,b0440,b3984,55
511145,b0440,b1094,108
511145,b0440,b0741,90
511145,b0440,b4348,481
511145,b0440,b1823,91
511145,b0440,b4172,110
511145,b0440,b3181,53
511145,b0440,b3320,84
511145,b0440,b1718,102
511145,b0440,b1945,273
511145,b0440,b1237,436
511145,b0440,b3296,42
511145,b0440,b0912,166
511145,b0440,b1093,89
511145,b0440,b2605,90
511145,b0440,b0779,503
511145,b0440,b1095,94
511145,b0440,b3781,500
511145,b0440,b3556,109
511145,b0440,b3998,483
511145,b0440,b3552,90
511145,b0440,b3702,427
511145,b0440,b4000,999
511145,b0440,b1283,90
511145,b0440,b3417,207
511145,b0440,b1274,83
511145,b0440,b2531,99
511145,b0440,b0907,99
511145,b0440,b1071,94
511145,b0440,b0957,90
511145,b0440,b3349,87
511145,b0440,b3202,99
511145,b0440,b3261,110
511145,b0440,b3416,502
511145,b0440,b3341,85
511145,b0440,b2696,110
511145,b0440,b1075,273
511145,b0440,b0478,93
511145,b0440,b4203,79
511145,b0440,b3295,110
511145,b0440,b1000,91
511145,b0440,b3186,78
511145,b0440,b1939,273
511145,b0440,b2220,92
511145,b0440,b1712,344
511145,b0440,b0687,120
511145,b0440,b3863,329
511145,b0440,b1131,99
511145,b0440,b1461,92
511145,b0440,b3169,99
511145,b0440,b1378,90
511145,b0440,b3350,154
511145,b0440,b1713,91
511145,b0440,b3298,55
511145,b0440,b3339,94
511145,b0441,b3347,99
511145,b0441,b3210,65
511145,b0441,b3404,65
511145,b0441,b3260,77
511145,b0441,b3340,65
511145,b0441,b4481,75
511145,b0441,b1865,71
511145,b0441,b3309,81
511145,b0441,b3295,80
511145,b0441,b2127,90
511145,b0441,b4203,92
511145,b0441,b1131,91
511145,b0441,b3732,80
511145,b0441,b0449,68
511145,b0441,b0921,89
511145,b0441,b1260,84
511145,b0441,b2708,93
511145,b0441,b1378,91
511145,b0441,b1092,94
511145,b0441,b2786,65
511145,b0441,b0529,84
511145,b0441,b1830,91
511145,b0441,b2392,80
511145,b0441,b3865,84
511145,b0441,b3957,77
511145,b0441,b1609,65
511145,b0441,b2585,115
511145,b0441,b1852,84
511145,b0441,b2319,83
511145,b0441,b2592,89
511145,b0441,b3987,151
511145,b0441,b1944,243
511145,b0441,b3207,98
511145,b0441,b2607,94
511145,b0441,b2872,77
511145,b0441,b3911,65
511145,b0441,b1203,79
511145,b0441,b4003,65
511145,b0441,b1923,120
511145,b0441,b0781,79
511145,b0441,b0448,68
511145,b0441,b3363,142
511145,b0441,b1180,94
511145,b0441,b0914,68
511145,b0441,b0949,71
511145,b0441,b4207,99
511145,b0441,b3005,91
511145,b0441,b4143,65
511145,b0441,b1129,65
511145,b0441,b1083,120
511145,b0441,b3860,91
511145,b0441,b2893,94
511145,b0441,b0604,91
511145,b0441,b2370,65
511145,b0441,b2218,65
511145,b0441,b4142,76
